age,job,marital,education,default,balance,housing,loan,month,duration,campaign,previous,deposit,binary_deposit,binary_default,binary_housing,binary_loan
58,retired,married,other,no,9004,no,no,7,14.85,4,0,yes,1,0,0,0
27,services,single,tertiary,no,9965,yes,no,7,11.03,1,0,no,0,0,1,0
26,management,single,tertiary,no,14004,yes,no,7,2.78,1,0,no,0,0,1,0
26,technician,single,tertiary,no,14054,no,no,7,2.97,1,0,no,0,0,0,0
36,management,divorced,tertiary,no,14930,no,no,7,3.17,1,0,no,0,0,0,0
53,services,married,primary,no,8918,yes,no,7,2.88,2,0,no,0,0,1,0
51,management,married,tertiary,no,22557,yes,no,7,1.18,3,0,no,0,0,1,0
49,entrepreneur,divorced,secondary,no,10350,no,yes,7,5.77,1,0,no,0,0,0,1
28,management,married,tertiary,no,9664,yes,no,7,8.28,2,0,no,0,0,1,0
46,entrepreneur,married,primary,no,8873,yes,no,7,5.23,2,0,no,0,0,1,0
43,entrepreneur,married,tertiary,no,11532,yes,no,7,0.97,1,0,no,0,0,1,0
39,entrepreneur,married,primary,no,13930,yes,no,7,5.62,2,0,no,0,0,1,0
31,services,single,tertiary,no,10122,yes,no,7,1.05,1,0,no,0,0,1,0
39,technician,married,secondary,no,10685,yes,no,7,22.82,9,0,yes,1,0,1,0
27,management,married,tertiary,no,9630,yes,no,7,3.17,4,0,no,0,0,1,0
32,management,single,tertiary,no,15561,yes,no,7,2.52,3,0,no,0,0,1,0
36,management,single,tertiary,no,13315,no,no,7,0.72,8,0,no,0,0,0,0
43,admin,married,secondary,no,9173,no,no,7,1.33,2,0,no,0,0,0,0
38,unemployed,married,tertiary,no,9881,no,no,7,8.28,2,0,no,0,0,0,0
47,management,married,tertiary,no,24312,yes,no,7,3.12,3,0,no,0,0,1,0
53,technician,married,other,no,8605,no,no,7,10.58,3,0,no,0,0,0,0
39,admin,married,tertiary,no,9143,no,no,7,14.18,2,0,no,0,0,0,0
48,management,married,tertiary,no,14530,yes,yes,7,14.38,10,0,no,0,0,1,1
58,retired,married,primary,no,10628,no,no,7,3.15,4,0,no,0,0,0,0
45,blue-collar,married,other,no,13265,no,no,7,1.88,2,0,no,0,0,0,0
57,retired,married,tertiary,no,11254,no,no,7,3.82,2,0,no,0,0,0,0
54,retired,single,secondary,no,10621,no,no,7,3.12,2,0,no,0,0,0,0
29,blue-collar,single,tertiary,no,11310,yes,no,7,7.27,3,0,no,0,0,1,0
60,housemaid,married,other,no,15681,no,no,7,2.33,3,0,no,0,0,0,0
56,management,married,tertiary,no,25290,no,no,7,1.35,12,0,no,0,0,0,0
53,entrepreneur,married,tertiary,no,17410,no,no,7,0.98,6,0,no,0,0,0,0
48,management,married,tertiary,no,10347,yes,no,7,2.55,6,0,no,0,0,1,0
49,unemployed,married,secondary,no,13818,no,no,7,3.68,2,0,no,0,0,0,0
51,technician,married,secondary,no,8758,no,no,7,1.53,2,0,no,0,0,0,0
39,blue-collar,married,secondary,no,10005,yes,no,7,4.02,4,0,no,0,0,1,0
50,blue-collar,married,secondary,no,9585,yes,no,7,3.03,6,0,no,0,0,1,0
38,management,married,tertiary,no,14190,yes,no,7,0.8,3,0,no,0,0,1,0
45,blue-collar,married,primary,no,15515,no,no,8,2.78,2,0,no,0,0,0,0
40,management,married,tertiary,no,9221,no,no,8,4.2,1,0,no,0,0,0,0
51,housemaid,married,other,no,21244,no,yes,8,2.77,2,0,no,0,0,0,1
54,management,married,tertiary,no,11391,no,no,8,5.55,1,0,no,0,0,0,0
58,management,married,tertiary,no,9683,no,no,8,14.28,2,0,no,0,0,0,0
42,management,single,secondary,no,9720,no,no,8,1.35,2,0,no,0,0,0,0
55,management,married,secondary,no,11655,no,no,8,1.9,1,0,no,0,0,0,0
59,retired,married,secondary,no,12438,no,no,8,1.52,1,0,no,0,0,0,0
30,management,single,tertiary,no,16922,yes,no,8,3.3,1,0,no,0,0,1,0
44,technician,married,secondary,no,10888,yes,no,8,2.72,1,0,no,0,0,1,0
46,services,married,primary,no,13118,no,no,8,6.9,2,0,no,0,0,0,0
58,management,married,tertiary,no,14922,no,no,8,1.13,2,0,no,0,0,0,0
39,management,married,tertiary,no,13021,no,no,8,7.08,2,0,no,0,0,0,0
42,management,married,tertiary,no,24780,no,no,8,3.07,2,0,no,0,0,0,0
42,technician,married,tertiary,no,14282,yes,no,8,10.82,4,0,yes,1,0,1,0
58,retired,married,secondary,no,13189,no,yes,8,3.02,2,0,no,0,0,0,1
42,management,married,tertiary,no,9261,yes,no,8,2.0,2,0,no,0,0,1,0
50,technician,married,secondary,no,10757,yes,no,8,4.6,3,0,no,0,0,1,0
55,entrepreneur,married,tertiary,no,41923,no,no,8,1.15,3,0,no,0,0,0,0
59,admin,married,other,no,64343,no,no,8,0.75,4,0,no,0,0,0,0
51,management,married,tertiary,no,10077,no,no,8,1.55,2,0,no,0,0,0,0
43,management,married,tertiary,no,11754,no,no,8,5.87,2,0,no,0,0,0,0
43,management,married,secondary,no,10273,no,no,8,5.98,2,0,no,0,0,0,0
30,technician,married,tertiary,no,14355,no,no,8,4.07,2,0,no,0,0,0,0
51,management,married,tertiary,no,15904,no,no,8,8.4,4,0,no,0,0,0,0
45,blue-collar,married,secondary,no,9680,no,no,8,1.48,4,0,no,0,0,0,0
35,management,married,tertiary,no,15298,no,no,8,10.7,3,0,no,0,0,0,0
44,management,married,tertiary,no,10950,yes,no,8,1.4,1,0,no,0,0,1,0
32,technician,married,secondary,no,9608,no,no,8,1.9,4,0,no,0,0,0,0
56,management,divorced,tertiary,no,66721,no,no,8,7.37,2,0,no,0,0,0,0
42,entrepreneur,married,tertiary,no,42045,no,no,8,3.42,2,0,no,0,0,0,0
59,blue-collar,married,secondary,no,12928,no,no,8,1.1,2,0,no,0,0,0,0
49,entrepreneur,married,primary,no,10772,no,no,8,1.48,2,0,no,0,0,0,0
34,technician,single,secondary,no,19348,yes,no,8,5.27,2,0,no,0,0,1,0
31,management,single,tertiary,no,9506,no,no,8,5.35,2,0,no,0,0,0,0
55,blue-collar,married,primary,no,9997,no,no,8,1.97,2,0,no,0,0,0,0
43,self-employed,married,primary,no,9304,no,no,8,6.03,4,0,no,0,0,0,0
43,management,married,tertiary,no,21510,no,no,8,4.13,2,0,no,0,0,0,0
40,technician,married,secondary,no,8844,no,no,8,3.4,1,0,no,0,0,0,0
31,management,married,tertiary,no,10088,no,no,8,1.2,6,0,no,0,0,0,0
38,management,single,tertiary,no,11971,yes,no,8,5.45,3,0,no,0,0,1,0
39,housemaid,married,primary,no,13338,no,no,8,1.72,4,0,no,0,0,0,0
32,management,single,tertiary,no,11797,yes,no,8,1.58,2,0,no,0,0,1,0
49,self-employed,married,tertiary,no,23917,no,no,8,0.85,4,0,no,0,0,0,0
39,management,married,secondary,no,11835,yes,no,8,12.4,2,0,yes,1,0,1,0
57,retired,married,secondary,no,13834,no,no,8,1.78,1,0,no,0,0,0,0
51,technician,single,secondary,no,8538,yes,no,8,2.1,2,0,no,0,0,1,0
38,services,single,secondary,no,9609,yes,no,8,28.12,9,0,no,0,0,1,0
57,blue-collar,married,secondary,no,14093,no,no,8,3.85,5,0,no,0,0,0,0
56,other,married,other,no,15088,no,no,8,2.98,4,0,no,0,0,0,0
40,management,married,tertiary,no,12409,yes,no,8,3.27,2,0,no,0,0,1,0
54,admin,married,secondary,no,19213,no,no,8,1.67,6,0,no,0,0,0,0
54,management,married,tertiary,no,11563,yes,no,8,2.38,2,0,no,0,0,1,0
34,technician,single,tertiary,no,23919,no,no,8,6.4,2,0,no,0,0,0,0
57,management,divorced,tertiary,no,8897,yes,no,8,14.42,2,0,yes,1,0,1,0
41,management,married,tertiary,no,8553,yes,no,8,5.07,12,0,no,0,0,1,0
30,management,single,tertiary,no,9634,no,no,8,13.02,5,0,no,0,0,0,0
32,technician,married,secondary,no,11431,no,no,8,2.35,5,0,no,0,0,0,0
48,unemployed,married,primary,no,9622,no,no,8,13.12,6,0,no,0,0,0,0
49,technician,married,secondary,no,12531,no,no,8,1.28,8,0,no,0,0,0,0
32,technician,single,tertiary,no,34646,no,no,8,10.3,9,0,yes,1,0,0,0
51,admin,divorced,secondary,no,14215,no,no,8,2.18,2,0,no,0,0,0,0
39,management,married,tertiary,no,28433,no,no,8,4.12,2,0,no,0,0,0,0
50,self-employed,married,secondary,no,10052,no,no,8,11.08,2,0,yes,1,0,0,0
53,technician,married,secondary,no,9146,no,no,8,2.27,4,0,no,0,0,0,0
36,technician,single,secondary,no,9149,yes,no,8,2.35,3,0,no,0,0,1,0
34,management,single,tertiary,no,9827,yes,no,8,14.52,4,0,yes,1,0,1,0
52,unemployed,married,secondary,no,9139,no,no,8,11.4,2,0,no,0,0,0,0
59,blue-collar,married,secondary,no,10054,no,no,8,1.32,6,0,no,0,0,0,0
59,retired,married,secondary,no,25947,no,no,8,4.87,2,0,no,0,0,0,0
60,management,married,secondary,no,13238,no,no,8,6.97,4,0,no,0,0,0,0
56,management,married,tertiary,no,16377,no,no,8,1.78,8,0,no,0,0,0,0
40,management,married,tertiary,no,8902,yes,no,8,7.73,5,0,no,0,0,1,0
42,technician,married,tertiary,no,13410,no,yes,8,2.48,2,0,no,0,0,0,1
41,management,divorced,tertiary,no,20479,no,no,8,3.82,2,0,no,0,0,0,0
31,management,single,tertiary,no,10112,yes,no,8,1.5,4,0,no,0,0,1,0
31,technician,single,secondary,no,31868,no,no,8,0.57,6,0,no,0,0,0,0
51,management,married,tertiary,no,25856,no,no,8,2.15,2,0,no,0,0,0,0
52,blue-collar,married,primary,no,66653,no,no,8,1.82,3,0,no,0,0,0,0
30,management,single,tertiary,no,13763,no,no,8,5.22,3,0,no,0,0,0,0
43,management,married,tertiary,no,13044,no,no,8,0.6,4,0,no,0,0,0,0
43,management,married,tertiary,no,41630,no,no,8,1.13,4,0,no,0,0,0,0
50,blue-collar,married,primary,no,9202,no,no,8,3.4,7,0,no,0,0,0,0
35,technician,married,secondary,no,23876,no,no,8,3.18,2,0,no,0,0,0,0
30,management,married,tertiary,no,10639,no,no,8,1.25,2,0,no,0,0,0,0
48,technician,married,secondary,no,14148,yes,no,8,1.42,2,0,no,0,0,1,0
31,management,single,tertiary,no,11821,no,no,8,6.4,11,0,yes,1,0,0,0
52,blue-collar,married,primary,no,9804,yes,yes,8,2.58,4,0,no,0,0,1,1
33,technician,single,secondary,no,12177,no,no,8,1.27,5,0,no,0,0,0,0
48,technician,married,tertiary,no,9207,no,no,8,7.42,3,0,no,0,0,0,0
47,technician,married,secondary,no,17206,yes,no,8,2.08,4,0,no,0,0,1,0
60,retired,married,tertiary,no,10500,no,no,8,0.93,7,0,no,0,0,0,0
41,technician,single,tertiary,no,15302,no,no,8,2.02,4,0,no,0,0,0,0
31,management,married,tertiary,no,22546,yes,no,8,1.47,4,0,no,0,0,1,0
33,management,single,tertiary,no,20794,no,no,8,3.77,5,0,no,0,0,0,0
34,technician,single,secondary,no,10890,no,no,8,0.77,14,0,no,0,0,0,0
40,management,married,tertiary,no,52527,no,no,8,2.33,11,0,no,0,0,0,0
45,blue-collar,married,secondary,no,13156,no,no,8,1.03,4,0,no,0,0,0,0
47,blue-collar,married,secondary,no,11305,no,no,8,1.97,6,0,no,0,0,0,0
41,management,married,tertiary,no,15449,no,no,8,2.27,9,0,no,0,0,0,0
31,management,single,tertiary,no,10215,no,no,8,2.32,2,0,no,0,0,0,0
48,technician,married,secondary,no,23495,no,no,8,1.05,8,0,no,0,0,0,0
39,technician,married,secondary,no,13165,yes,yes,8,2.45,4,0,no,0,0,1,1
45,technician,married,tertiary,no,12766,no,no,8,2.15,3,0,no,0,0,0,0
33,other,married,tertiary,no,8971,no,no,8,2.3,1,0,no,0,0,0,0
50,services,married,secondary,no,26394,no,no,8,3.43,4,0,no,0,0,0,0
33,management,single,tertiary,no,9135,yes,no,8,1.33,4,0,no,0,0,1,0
34,technician,married,tertiary,no,11126,no,no,8,2.33,4,0,no,0,0,0,0
55,management,single,tertiary,no,43074,yes,no,8,1.53,6,0,no,0,0,1,0
40,management,married,tertiary,no,24450,no,no,8,1.22,2,0,no,0,0,0,0
31,management,married,tertiary,no,29230,no,no,8,0.83,9,0,no,0,0,0,0
51,management,married,tertiary,no,9864,no,no,8,1.15,4,0,no,0,0,0,0
60,other,married,other,no,17297,no,no,8,11.07,11,0,yes,1,0,0,0
30,technician,single,secondary,no,9645,no,yes,8,2.17,10,0,no,0,0,0,1
51,services,married,primary,no,10150,yes,no,8,2.62,5,0,no,0,0,1,0
45,management,married,tertiary,no,22815,no,no,8,10.88,8,0,no,0,0,0,0
42,technician,married,secondary,no,9324,no,no,8,1.12,4,0,no,0,0,0,0
30,management,single,tertiary,no,20261,yes,no,8,1.35,10,0,no,0,0,1,0
51,blue-collar,married,primary,no,21614,no,no,8,0.78,20,0,no,0,0,0,0
50,blue-collar,married,primary,no,12519,yes,no,10,0.62,1,0,no,0,0,1,0
32,management,married,tertiary,no,9214,no,yes,10,1.18,1,0,no,0,0,0,1
47,admin,married,secondary,no,24556,no,no,10,5.15,1,0,no,0,0,0,0
32,admin,married,secondary,no,8749,yes,yes,10,4.9,1,0,yes,1,0,1,1
58,management,divorced,tertiary,no,26254,yes,no,10,0.82,1,0,no,0,0,1,0
57,other,married,other,no,19268,no,no,10,5.02,1,0,yes,1,0,0,0
49,admin,married,secondary,no,10250,yes,no,10,1.62,1,0,yes,1,0,1,0
47,management,divorced,tertiary,no,12026,yes,no,10,4.18,1,0,yes,1,0,1,0
30,management,single,tertiary,no,12857,yes,no,11,2.5,1,0,yes,1,0,1,0
40,management,single,secondary,no,9916,no,no,11,1.63,1,0,no,0,0,0,0
49,retired,married,secondary,no,8648,no,no,11,8.78,1,0,no,0,0,0,0
40,management,married,tertiary,no,8969,yes,no,11,2.55,1,0,no,0,0,1,0
49,management,married,tertiary,no,17432,no,no,11,1.7,1,0,no,0,0,0,0
49,admin,married,secondary,no,12226,yes,no,11,1.6,2,0,no,0,0,1,0
54,management,married,tertiary,no,14107,no,no,11,1.63,1,0,no,0,0,0,0
45,housemaid,married,secondary,no,20187,yes,no,11,11.78,1,0,no,0,0,1,0
42,technician,married,tertiary,no,14282,yes,no,11,1.28,1,4,no,0,0,1,0
51,technician,single,secondary,no,17092,no,no,11,0.58,1,0,no,0,0,0,0
58,management,married,tertiary,no,16264,no,no,11,3.58,3,0,no,0,0,0,0
46,management,married,tertiary,no,9678,yes,no,11,5.3,1,0,no,0,0,1,0
37,blue-collar,married,secondary,no,22341,yes,no,11,2.92,1,0,no,0,0,1,0
51,technician,married,secondary,no,12061,yes,no,11,2.5,1,1,no,0,0,1,0
59,self-employed,married,tertiary,no,34247,yes,no,11,1.1,2,0,no,0,0,1,0
52,management,married,tertiary,no,11650,yes,no,11,0.8,1,0,no,0,0,1,0
38,management,single,tertiary,no,11971,yes,no,11,10.15,2,3,no,0,0,1,0
46,services,married,other,no,12839,yes,no,11,3.8,4,0,no,0,0,1,0
40,management,single,secondary,no,10378,yes,no,11,8.72,3,0,no,0,0,1,0
43,entrepreneur,married,tertiary,no,13342,yes,no,11,7.75,1,0,no,0,0,1,0
34,management,single,tertiary,no,26575,no,no,11,1.55,1,0,no,0,0,0,0
44,technician,married,secondary,no,10888,yes,no,11,1.12,1,1,no,0,0,1,0
58,management,married,tertiary,no,9339,yes,no,11,0.87,3,3,no,0,0,1,0
41,admin,married,secondary,no,16517,no,no,11,21.13,2,0,no,0,0,0,0
50,management,married,secondary,no,13931,yes,no,11,2.2,1,0,no,0,0,1,0
58,retired,married,secondary,no,14412,no,no,11,4.95,1,0,no,0,0,0,0
52,self-employed,divorced,tertiary,no,10653,yes,no,11,5.6,1,0,no,0,0,1,0
34,technician,single,secondary,no,18777,yes,no,11,8.92,1,0,no,0,0,1,0
53,entrepreneur,married,other,no,19850,no,no,11,0.87,1,1,no,0,0,0,0
56,management,married,tertiary,no,15520,no,no,11,7.0,1,0,no,0,0,0,0
47,admin,married,secondary,no,12845,yes,no,11,1.95,1,0,no,0,0,1,0
55,management,married,tertiary,no,16786,no,no,11,1.5,1,0,no,0,0,0,0
46,unemployed,married,secondary,no,16397,no,no,11,10.68,1,0,no,0,0,0,0
32,entrepreneur,married,tertiary,no,11591,yes,no,11,0.72,1,0,no,0,0,1,0
53,management,married,tertiary,no,8563,yes,no,11,1.15,1,0,no,0,0,1,0
43,technician,married,secondary,no,17655,yes,no,11,0.52,1,0,no,0,0,1,0
58,technician,single,secondary,no,8600,yes,no,11,1.02,1,0,no,0,0,1,0
30,management,single,tertiary,no,12569,no,no,11,1.45,1,0,no,0,0,0,0
45,self-employed,married,tertiary,no,35589,no,no,11,9.5,2,0,no,0,0,0,0
34,management,married,tertiary,no,10031,yes,no,11,1.08,2,0,no,0,0,1,0
39,services,married,other,no,10189,yes,no,11,3.1,2,2,no,0,0,1,0
39,entrepreneur,married,secondary,no,11887,no,no,11,19.68,2,0,yes,1,0,0,0
59,housemaid,single,secondary,no,26172,no,no,11,0.9,2,0,no,0,0,0,0
44,management,married,tertiary,no,13853,yes,no,11,22.15,3,0,no,0,0,1,0
35,technician,married,tertiary,no,14232,yes,no,11,6.2,2,0,no,0,0,1,0
53,management,married,tertiary,no,9072,no,no,11,1.95,2,0,no,0,0,0,0
56,technician,single,tertiary,no,12539,no,no,11,4.32,1,0,no,0,0,0,0
33,technician,married,tertiary,no,17455,yes,yes,11,2.8,3,4,no,0,0,1,1
40,management,single,secondary,no,9916,no,no,11,6.85,3,1,no,0,0,0,0
39,management,married,tertiary,no,9579,yes,no,11,2.67,3,0,no,0,0,1,0
39,management,single,tertiary,no,12437,no,no,11,0.67,1,0,no,0,0,0,0
30,admin,married,secondary,no,8781,yes,no,11,14.97,1,0,yes,1,0,1,0
35,management,married,tertiary,no,12256,yes,no,11,5.13,4,0,no,0,0,1,0
38,blue-collar,married,primary,no,10443,no,no,11,6.17,1,0,no,0,0,0,0
38,technician,married,tertiary,no,11766,yes,no,11,4.67,1,0,no,0,0,1,0
40,management,married,tertiary,no,12409,yes,no,11,2.33,1,2,no,0,0,1,0
42,services,married,tertiary,no,12223,yes,no,11,0.6,1,0,no,0,0,1,0
59,blue-collar,married,secondary,no,16869,no,no,11,1.78,1,0,no,0,0,0,0
45,housemaid,married,secondary,no,16358,no,no,11,2.68,1,0,no,0,0,0,0
43,management,married,tertiary,no,13044,no,no,11,3.58,1,4,no,0,0,0,0
32,admin,single,secondary,no,10218,yes,no,11,2.48,2,0,no,0,0,1,0
35,self-employed,married,tertiary,no,8647,no,no,11,2.33,2,0,no,0,0,0,0
54,management,married,tertiary,no,11246,no,no,11,2.03,2,0,no,0,0,0,0
43,blue-collar,single,secondary,no,9102,yes,no,11,1.2,1,0,no,0,0,1,0
46,blue-collar,married,secondary,no,9347,yes,no,11,2.3,1,1,no,0,0,1,0
38,services,married,secondary,no,8876,no,no,11,10.6,1,0,no,0,0,0,0
32,unemployed,married,secondary,no,11524,yes,no,11,4.82,3,0,no,0,0,1,0
32,management,married,tertiary,no,11281,no,no,11,2.58,1,0,no,0,0,0,0
57,admin,divorced,secondary,no,18268,yes,no,11,1.13,1,0,no,0,0,1,0
59,retired,married,secondary,no,32948,no,no,11,4.05,1,2,no,0,0,0,0
51,technician,married,secondary,no,8863,no,no,11,7.25,2,0,no,0,0,0,0
57,self-employed,married,secondary,no,11494,no,no,11,3.3,1,0,no,0,0,0,0
46,entrepreneur,married,primary,no,8873,yes,no,11,2.87,1,2,no,0,0,1,0
51,management,married,tertiary,no,10995,yes,no,11,3.67,2,0,no,0,0,1,0
32,admin,single,secondary,no,8619,yes,no,11,4.45,2,0,no,0,0,1,0
50,admin,divorced,primary,no,8583,yes,no,11,0.98,1,0,no,0,0,1,0
53,management,divorced,tertiary,no,26306,yes,no,11,1.12,3,0,no,0,0,1,0
55,management,married,tertiary,no,12675,no,no,11,3.25,2,0,no,0,0,0,0
36,self-employed,married,tertiary,no,16430,yes,no,11,3.9,1,3,no,0,0,1,0
30,entrepreneur,married,secondary,no,12737,no,yes,11,9.82,2,0,yes,1,0,0,1
59,management,married,tertiary,no,10114,no,no,11,9.93,3,0,no,0,0,0,0
40,management,married,tertiary,no,12212,no,no,11,1.67,3,0,no,0,0,0,0
30,management,single,tertiary,no,19358,no,no,11,4.3,2,0,no,0,0,0,0
57,management,married,tertiary,no,12048,no,no,11,1.58,3,0,no,0,0,0,0
39,management,married,tertiary,no,12855,yes,no,11,1.8,4,1,no,0,0,1,0
54,management,married,tertiary,no,17008,no,no,11,2.52,2,0,no,0,0,0,0
34,unemployed,single,secondary,no,9895,no,no,11,5.93,2,0,no,0,0,0,0
52,technician,married,other,no,9687,yes,no,11,3.7,3,1,no,0,0,1,0
44,technician,married,secondary,yes,16486,yes,yes,11,4.58,3,0,no,0,1,1,1
59,retired,married,secondary,no,17769,no,no,11,5.37,3,0,no,0,0,0,0
40,admin,married,other,no,9110,yes,no,11,1.48,3,0,no,0,0,1,0
53,management,married,tertiary,no,32464,no,no,11,2.25,4,0,no,0,0,0,0
36,management,married,tertiary,no,9269,yes,yes,11,1.78,2,0,no,0,0,1,1
52,blue-collar,married,secondary,no,8979,yes,no,11,1.2,3,0,no,0,0,1,0
47,self-employed,married,primary,no,10697,no,no,11,4.57,2,0,no,0,0,0,0
36,admin,single,secondary,no,10041,yes,no,11,1.52,2,1,no,0,0,1,0
46,management,married,tertiary,no,22452,yes,no,11,4.73,1,0,no,0,0,1,0
33,management,single,secondary,no,20600,no,no,11,2.08,1,0,no,0,0,0,0
54,entrepreneur,divorced,tertiary,no,20527,no,no,11,1.1,1,0,no,0,0,0,0
55,self-employed,married,secondary,no,12159,yes,no,11,2.37,2,2,no,0,0,1,0
50,entrepreneur,married,tertiary,no,8649,yes,no,11,2.35,1,0,no,0,0,1,0
57,management,divorced,tertiary,no,15062,no,no,11,1.27,9,0,no,0,0,0,0
